time;memory
4166;16544
4166;16544
4125;16544
4167;16544
4167;16544
4208;16544
4167;16544
4125;16544
4167;16544
4167;16544
4166;16544
4208;16544
4334;16544
4166;16544
4208;16544
4209;16544
4167;16544
4208;16544
4167;16544
4167;16544
4167;16544
4208;16544
4167;16544
4292;16544
4209;16544
4291;16544
4208;16544
4291;16544
4208;16544
4209;16544
4208;16544
4292;16544
4208;16544
4208;16544
4208;16544
4250;16544
4292;16544
4208;16544
4250;16544
4208;16544
4208;16544
4291;16544
4333;16544
4208;16544
4250;16544
4250;16544
4208;16544
4250;16544
4250;16544
4250;16544
4250;16544
22917;16544
4250;16544
4334;16544
4333;16544
4292;16544
4250;16544
4250;16544
4250;16544
4292;16544
4334;16544
4291;16544
4250;16544
4375;16544
4250;16544
4291;16544
4291;16544
4291;16544
4292;16544
4291;16544
4250;16544
4292;16544
4292;16544
4291;16544
4291;16544
4292;16544
4291;16544
4291;16544
4292;16544
4291;16544
4291;16544
4292;16544
4292;16544
4292;16544
4333;16544
4250;16544
4417;16544
4333;16544
4416;16544
4292;16544
4333;16544
4333;16544
4333;16544
4292;16544
4333;16544
4333;16544
4333;16544
4416;16544
4416;16544
4333;16544
4459;16544
4292;16544
4334;16544
4417;16544
4334;16544
4375;16544
4375;16544
4416;16544
4334;16544
4334;16544
4334;16544
4334;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4375;16544
4416;16544
4375;16544
4417;16544
4375;16544
4375;16544
4375;16544
4375;16544
4417;16544
4417;16544
4375;16544
4375;16544
4416;16544
4417;16544
4458;16544
4417;16544
4417;16544
4375;16544
4416;16544
4459;16544
4416;16544
4375;16544
4417;16544
4417;16544
4416;16544
4417;16544
4375;16544
4417;16544
4416;16544
4458;16544
4417;16544
4458;16544
4417;16544
4417;16544
4458;16544
4458;16544
4500;16544
4459;16544
4458;16544
4416;16544
4417;16544
4459;16544
4458;16544
4458;16544
4417;16544
4458;16544
4458;16544
4416;16544
4458;16544
4500;16544
4458;16544
4458;16544
4458;16544
4458;16544
4500;16544
4500;16544
4459;16544
16000;16544
4500;16560
4458;16560
4500;16560
4458;16560
4500;16560
4500;16560
4500;16560
4500;16560
4500;16560
4500;16560
4459;16560
4500;16560
4500;16560
4500;16560
4500;16560
4458;16560
4500;16560
4541;16560
4500;16560
4500;16560
4542;16560
4584;16560
4500;16560
4500;16560
4542;16560
4583;16560
4542;16560
4542;16560
4542;16560
4500;16560
4500;16560
4542;16560
4542;16560
4541;16560
4542;16560
4667;16560
4667;16560
4541;16560
4542;16560
4542;16560
4542;16560
4583;16560
4583;16560
4542;16560
4542;16560
4666;16560
4584;16560
4583;16560
4541;16560
4708;16560
4750;16560
4708;16560
4583;16560
4541;16560
4583;16560
4541;16560
4583;16560
4584;16560
4583;16560
4625;16560
4584;16560
4583;16560
4583;16560
4583;16560
4542;16560
4583;16560
4583;16560
4584;16560
4583;16560
4583;16560
4625;16560
4625;16560
4583;16560
4625;16560
4542;16560
4584;16560
4625;16560
4583;16560
4583;16560
4625;16560
4625;16560
4625;16560
4625;16560
4625;16560
4666;16560
4625;16560
4625;16560
4625;16560
4625;16560
4666;16560
4625;16560
4625;16560
4625;16560
4625;16560
4667;16560
4625;16560
4667;16560
4625;16560
4666;16560
4625;16560
4667;16560
4666;16560
4625;16560
4667;16560
4625;16560
4625;16560
4708;16560
4666;16560
4667;16560
4666;16560
4667;16560
4625;16560
4667;16560
4667;16560
4667;16560
4709;16560
4625;16560
4708;16560
4667;16560
4709;16560
4667;16560
4708;16560
4666;16560
4667;16560
4709;16560
4667;16560
4708;16560
4708;16560
4708;16560
4667;16560
4708;16560
4666;16560
4708;16560
4709;16560
4708;16560
4708;16560
4708;16560
4708;16560
4709;16560
4750;16560
4750;16560
4750;16560
4708;16560
4750;16560
4750;16560
4708;16560
4750;16560
4708;16560
4750;16560
4750;16560
4709;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4750;16560
4792;16560
4750;16560
4750;16560
4791;16560
4791;16560
4750;16560
4750;16560
4791;16560
4792;16560
4750;16560
4750;16560
4750;16560
4792;16560
4917;16560
4792;16560
4792;16560
4792;16560
4792;16560
4792;16560
4791;16560
4792;16560
4791;16560
4792;16560
4792;16560
4834;16560
4791;16560
4791;16560
4791;16560
4834;16560
4791;16560
4834;16560
4792;16560
4833;16560
4834;16560
4791;16560
4791;16560
4792;16560
4834;16560
4833;16560
4834;16560
4833;16560
4875;16560
4791;16560
4834;16560
4833;16560
4833;16560
4833;16560
4833;16560
4834;16560
4833;16560
4834;16560
4833;16560
4833;16560
4875;16560
4833;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4917;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4917;16560
4916;16560
4875;16560
4875;16560
4916;16560
4916;16560
4917;16560
4875;16560
4917;16560
4833;16560
4916;16560
4916;16560
4917;16560
4875;16560
4916;16560
4917;16560
4917;16560
4917;16560
4916;16560
4916;16560
4959;16560
4958;16560
4958;16560
4958;16560
4917;16560
4917;16560
4875;16560
4959;16560
4916;16560
4958;16560
4916;16560
4958;16560
4916;16560
5042;16560
5084;16560
4958;16560
4958;16560
4958;16560
4958;16560
4958;16560
4958;16560
5000;16560
4959;16560
4917;16560
4958;16560
4958;16560
5000;16560
4958;16560
5000;16560
4959;16560
5000;16560
5000;16560
4958;16560
5000;16560
4959;16560
4958;16560
4959;16560
5000;16560
5000;16560
5000;16560
4958;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5042;16560
5041;16560
4959;16560
5000;16560
5042;16560
5042;16560
5000;16560
5000;16560
5000;16560
5000;16560
5041;16560
5041;16560
5041;16560
5000;16560
5042;16560
5041;16560
5041;16560
5042;16560
5041;16560
5041;16560
5041;16560
5042;16560
5083;16560
5041;16560
5042;16560
5042;16560
5041;16560
5042;16560
5083;16560
5042;16560
5042;16560
5041;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5083;16560
5125;16560
5083;16560
5084;16560
5083;16560
5083;16560
5125;16560
5084;16560
5083;16560
5125;16560
5083;16560
5166;16560
5083;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5083;16560
5125;16560
5125;16560
5083;16560
5125;16560
5125;16560
5125;16560
5125;16560
5166;16560
5125;16560
5125;16560
5167;16560
5167;16560
5125;16560
5167;16560
5167;16560
5167;16560
5083;16560
5167;16560
5125;16560
5125;16560
5125;16560
5167;16560
5167;16560
5167;16560
5167;16560
5167;16560
5167;16560
5166;16560
5166;16560
5167;16560
5166;16560
5166;16560
5167;16560
5167;16560
5166;16560
5167;16560
5208;16560
5167;16560
5166;16560
5208;16560
5208;16560
5208;16560
5209;16560
5208;16560
5208;16560
5166;16560
5166;16560
5167;16560
5208;16560
5209;16560
5208;16560
5209;16560
5208;16560
5208;16560
5208;16560
5250;16560
5250;16560
5208;16560
5208;16560
5250;16560
5209;16560
5209;16560
5250;16560
5208;16560
5208;16560
5209;16560
5208;16560
5250;16560
5208;16560
5208;16560
5250;16560
5250;16560
5250;16560
5208;16560
5250;16560
5250;16560
5250;16560
5250;16560
5250;16560
5250;16560
5250;16560
5250;16560
5292;16560
5292;16560
5250;16560
5208;16560
5250;16560
5333;16560
5291;16560
5250;16560
5458;16560
5250;16560
5250;16560
5333;16560
5292;16560
5250;16560
5291;16560
5292;16560
5292;16560
5334;16560
5250;16560
5416;16560
5333;16560
5417;16560
5292;16560
5334;16560
5417;16560
5250;16560
5417;16560
5291;16560
5333;16560
5333;16560
5292;16560
5333;16560
5333;16560
5292;16560
5459;16560
5292;16560
5667;16560
4666;16560
4708;16560
4709;16560
4708;16560
4750;16560
4708;16560
4709;16560
4708;16560
4750;16560
14458;16560
4750;16560
4750;16560
4875;16560
4834;16560
4750;16560
4709;16560
4750;16560
4708;16560
4708;16560
4750;16560
4750;16560
4750;16560
4708;16560
4750;16560
4750;16560
4708;16560
4750;16560
4750;16560
4708;16560
4750;16560
4750;16560
4750;16560
4792;16560
4750;16560
4750;16560
4792;16560
4750;16560
4791;16560
4750;16560
4792;16560
4792;16560
4750;16560
4791;16560
4750;16560
4875;16560
4792;16560
4750;16560
4792;16560
4792;16560
4750;16560
4917;16560
4792;16560
4792;16560
4916;16560
4792;16560
4792;16560
4792;16560
4833;16560
4792;16560
4791;16560
4750;16560
4792;16560
4792;16560
4792;16560
4792;16560
4791;16560
4791;16560
4833;16560
4792;16560
4833;16560
4791;16560
4834;16560
4833;16560
4750;16560
4792;16560
4834;16560
4792;16560
4833;16560
4959;16560
4833;16560
4833;16560
4875;16560
4791;16560
4833;16560
4834;16560
4916;16560
4833;16560
4834;16560
4833;16560
4833;16560
4834;16560
4833;16560
4833;16560
4834;16560
4917;16560
4875;16560
4875;16560
4833;16560
4875;16560
4875;16560
4833;16560
4875;16560
4792;16560
4875;16560
4834;16560
4875;16560
4875;16560
4917;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4875;16560
4833;16560
4875;16560
4875;16560
4875;16560
4875;16560
4917;16560
4875;16560
4875;16560
4875;16560
4875;16560
4917;16560
4875;16560
4916;16560
4875;16560
4917;16560
4917;16560
4917;16560
4917;16560
5041;16560
5000;16560
4875;16560
4917;16560
4916;16560
4917;16560
4917;16560
4875;16560
4917;16560
4917;16560
5000;16560
4917;16560
4917;16560
4959;16560
4917;16560
4958;16560
4958;16560
4916;16560
4917;16560
4917;16560
4917;16560
4916;16560
4916;16560
5000;16560
10000;16560
4916;16560
4958;16560
4958;16560
4958;16560
4916;16560
4959;16560
4958;16560
4958;16560
4958;16560
4958;16560
4959;16560
4958;16560
4958;16560
4958;16560
5000;16560
4958;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5041;16560
4959;16560
5000;16560
5000;16560
5000;16560
4959;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5000;16560
5042;16560
5000;16560
5125;16560
5000;16560
5000;16560
5042;16560
5042;16560
5125;16560
5084;16560
5000;16560
5041;16560
5042;16560
5042;16560
5083;16560
5000;16560
5000;16560
5000;16560
5000;16560
5084;16560
5000;16560
5000;16560
5042;16560
5041;16560
5041;16560
5000;16560
5000;16560
5042;16560
5041;16560
5041;16560
5041;16560
5041;16560
5084;16560
5042;16560
5042;16560
5042;16560
5042;16560
5083;16560
5041;16560
5083;16560
5042;16560
5042;16560
5042;16560
5083;16560
5042;16560
5125;16560
5042;16560
5042;16560
5083;16560
5083;16560
5125;16560
5083;16560
5083;16560
5083;16560
5042;16560
5084;16560
5083;16560
5084;16560
5083;16560
5083;16560
5125;16560
5125;16560
5125;16560
5166;16560
5084;16560
5084;16560
5083;16560
5125;16560
5083;16560
5125;16560
5125;16560
5083;16560
5125;16560
5083;16560
5125;16560
5125;16560
5083;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5167;16560
5250;16560
5125;16560
5125;16560
5125;16560
5125;16560
5125;16560
5166;16560
5167;16560
5125;16560
5125;16560
5125;16560
5167;16560
5208;16560
5125;16560
5166;16560
5167;16560
5166;16560
5125;16560
5167;16560
5167;16560
5167;16560
5167;16560
5167;16560
5167;16560
5167;16560
5125;16560
5166;16560
5208;16560
5167;16560
5166;16560
5167;16560
5208;16560
5167;16560
5167;16560
5167;16560
5208;16560
5167;16560
5208;16560
5208;16560
5208;16560
5250;16560
5208;16560
5208;16560
5208;16560
5208;16560
5208;16560
5167;16560
5208;16560
5208;16560
5208;16560
5209;16560
5333;16560
5208;16560
5250;16560
5208;16560
5209;16560
5208;16560
5250;16560
5208;16560
5208;16560
5208;16560
5208;16560
5209;16560
5209;16560
5208;16560
5250;16560
5250;16560
5208;16560
5250;16560
5209;16560
5250;16560
5292;16560
5208;16560
5250;16560
5250;16560
5250;16560
5208;16560
5250;16560
5250;16560
5250;16560
5250;16560
5292;16560
5292;16560
5250;16560
5292;16560
5250;16560
5250;16560
5292;16560
5292;16560
5292;16560
5250;16560
5292;16560
5292;16560
5292;16560
5291;16560
5291;16560
5291;16560
5292;16560
5291;16560
5292;16560
5250;16560
5292;16560
5250;16560
5292;16560
5291;16560
5292;16560
5334;16560
5292;16560
5292;16560
5333;16560
5292;16560
5292;16560
5292;16560
5334;16560
5334;16560
5333;16560
5333;16560
5333;16560
5333;16560
5292;16560
5333;16560
5334;16560
5334;16560
5333;16560
5334;16560
5292;16560
5334;16560
5334;16560
5333;16560
5333;16560
5333;16560
5333;16560
5333;16560
5333;16560
5333;16560
5333;16560
5375;16560
5333;16560
5334;16560
5375;16560
5334;16560
5333;16560
5334;16560
5333;16560
5375;16560
5333;16560
5375;16560
5334;16560
5333;16560
5291;16560
5333;16560
5333;16560
5333;16560
5333;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5417;16560
5416;16560
5417;16560
5375;16560
5416;16560
5417;16560
5416;16560
5417;16560
5416;16560
5417;16560
5417;16560
5375;16560
5417;16560
5375;16560
5375;16560
5417;16560
5375;16560
5416;16560
5416;16560
5417;16560
5417;16560
5417;16560
5417;16560
5417;16560
5416;16560
5416;16560
5417;16560
5417;16560
5458;16560
5417;16560
5417;16560
5458;16560
5458;16560
5417;16560
5458;16560
5458;16560
5417;16560
5458;16560
5459;16560
5459;16560
5458;16560
5458;16560
5458;16560
5458;16560
5459;16560
5458;16560
5417;16560
5458;16560
5458;16560
5458;16560
5458;16560
5458;16560
5459;16560
5458;16560
5458;16560
5459;16560
5458;16560
5500;16560
5459;16560
5459;16560
5500;16560
5459;16560
5500;16560
5500;16560
5458;16560
5500;16560
5500;16560
5500;16560
5500;16560
5458;16560
5500;16560
5500;16560
5458;16560
5500;16560
5500;16560
5542;16560
5542;16560
5500;16560
5500;16560
5500;16560
5500;16560
5500;16560
5500;16560
5542;16560
5500;16560
5500;16560
5500;16560
5500;16560
5500;16560
5542;16560
5542;16560
5500;16560
5541;16560
5541;16560
5541;16560
5542;16560
5458;16560
5542;16560
5542;16560
5541;16560
5542;16560
5542;16560
5542;16560
5542;16560
5584;16560
5542;16560
5541;16560
5541;16560
5542;16560
5583;16560
5542;16560
5583;16560
5542;16560
5583;16560
5542;16560
5584;16560
5542;16560
5542;16560
5584;16560
5584;16560
5583;16560
5583;16560
5584;16560
5625;16560
5542;16560
5583;16560
5583;16560
5584;16560
5583;16560
5584;16560
5583;16560
5583;16560
5583;16560
5625;16560
5583;16560
5583;16560
5583;16560
5583;16560
5583;16560
5583;16560
5583;16560
5583;16560
5625;16560
5625;16560
5625;16560
5625;16560
5583;16560
5625;16560
5666;16560
5625;16560
5625;16560
5584;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5666;16560
5625;16560
5625;16560
5666;16560
5666;16560
5708;16560
5667;16560
5667;16560
5667;16560
5667;16560
5666;16560
5625;16560
5667;16560
5667;16560
5667;16560
5625;16560
5666;16560
5667;16560
5667;16560
5667;16560
5625;16560
5667;16560
5666;16560
5667;16560
5667;16560
5667;16560
5666;16560
5708;16560
5709;16560
5708;16560
5666;16560
5667;16560
5625;16560
5667;16560
5708;16560
5709;16560
5708;16560
5625;16560
22084;16560
5708;16560
5708;16560
5709;16560
5709;16560
5750;16560
5791;16560
5709;16560
5709;16560
5708;16560
5750;16560
5709;16560
5834;16560
5709;16560
11750;16560
5834;16560
5834;16560
5708;16560
5708;16560
5792;16560
5750;16560
5750;16560
5750;16560
5708;16560
5750;16560
5750;16560
5709;16560
5750;16560
5708;16560
5791;16560
5708;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
24042;16560
5750;16560
5875;16560
5875;16560
5708;16560
5750;16560
5750;16560
5750;16560
5792;16560
5708;16560
5750;16560
5792;16560
5791;16560
5792;16560
5750;16560
5792;16560
5750;16560
5791;16560
5792;16560
5792;16560
5792;16560
5750;16560
5792;16560
5792;16560
5791;16560
5792;16560
5792;16560
5791;16560
5792;16560
5834;16560
5792;16560
5833;16560
5792;16560
5792;16560
5792;16560
5834;16560
5834;16560
5792;16560
5792;16560
5917;16560
5791;16560
5792;16560
5833;16560
5834;16560
5834;16560
5833;16560
5834;16560
5834;16560
5875;16560
5833;16560
5833;16560
5834;16560
5833;16560
5834;16560
5833;16560
5833;16560
5958;16560
5833;16560
5834;16560
5833;16560
5834;16560
5833;16560
5833;16560
5875;16560
5875;16560
5834;16560
5959;16560
5834;16560
5833;16560
5875;16560
5875;16560
5833;16560
5875;16560
6000;16560
5958;16560
5875;16560
5875;16560
5917;16560
5875;16560
5875;16560
5875;16560
5917;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5917;16560
5917;16560
5875;16560
5875;16560
5917;16560
5916;16560
5875;16560
5875;16560
5875;16560
5916;16560
5875;16560
5916;16560
5916;16560
5916;16560
5916;16560
5917;16560
5917;16560
5917;16560
5959;16560
5958;16560
5875;16560
5959;16560
5916;16560
5917;16560
5916;16560
5875;16560
5917;16560
5917;16560
5959;16560
5917;16560
5959;16560
5959;16560
5917;16560
5917;16560
5917;16560
6042;16560
5916;16560
5917;16560
5917;16560
5750;16560
5458;16560
5333;16560
5334;16560
5333;16560
5333;16560
5292;16560
5333;16560
5375;16560
5334;16560
5334;16560
5333;16560
5333;16560
5333;16560
5292;16560
5333;16560
5375;16560
5375;16560
5375;16560
5333;16560
5375;16560
5375;16560
5375;16560
5375;16560
5333;16560
5333;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5375;16560
5417;16560
5375;16560
5375;16560
5375;16560
5416;16560
5416;16560
5417;16560
5375;16560
5375;16560
5375;16560
5417;16560
5375;16560
5375;16560
5375;16560
5417;16560
5416;16560
5416;16560
5417;16560
5417;16560
5375;16560
5375;16560
5417;16560
5375;16560
5416;16560
5417;16560
5500;16560
5333;16560
5541;16560
5417;16560
5459;16560
5417;16560
5417;16560
5417;16560
5458;16560
5417;16560
5417;16560
5417;16560
5416;16560
5417;16560
5541;16560
5458;16560
5458;16560
5375;16560
5416;16560
5458;16560
5416;16560
5417;16560
5459;16560
5417;16560
5458;16560
5458;16560
5500;16560
5459;16560
5459;16560
5459;16560
5458;16560
5459;16560
5459;16560
5417;16560
5458;16560
5458;16560
5458;16560
5458;16560
5500;16560
5500;16560
5459;16560
5458;16560
5458;16560
5458;16560
5459;16560
5458;16560
5500;16560
5500;16560
5459;16560
5458;16560
5459;16560
5458;16560
5458;16560
5458;16560
5458;16560
5500;16560
5459;16560
5500;16560
5500;16560
5500;16560
5458;16560
5500;16560
5500;16560
5500;16560
5542;16560
5500;16560
5500;16560
5541;16560
5500;16560
5541;16560
5459;16560
5500;16560
5500;16560
5541;16560
5500;16560
5541;16560
5542;16560
5542;16560
5542;16560
5542;16560
5500;16560
5542;16560
5541;16560
5500;16560
5500;16560
5542;16560
5542;16560
5500;16560
5542;16560
5500;16560
5542;16560
5542;16560
5541;16560
5542;16560
5583;16560
5541;16560
5542;16560
5542;16560
5584;16560
5583;16560
5542;16560
5542;16560
5583;16560
5541;16560
5583;16560
5583;16560
5583;16560
8042;16560
5542;16560
5583;16560
5583;16560
5583;16560
5584;16560
5583;16560
5541;16560
5583;16560
5584;16560
5583;16560
5541;16560
5583;16560
5583;16560
5583;16560
5542;16560
5583;16560
5583;16560
5584;16560
5583;16560
5583;16560
5583;16560
5584;16560
5583;16560
5625;16560
5625;16560
5583;16560
5625;16560
5625;16560
5625;16560
5625;16560
5583;16560
5584;16560
5583;16560
5625;16560
5625;16560
5625;16560
5583;16560
5583;16560
5667;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5667;16560
5625;16560
5625;16560
5666;16560
5625;16560
5625;16560
5667;16560
5625;16560
5625;16560
5625;16560
5625;16560
5625;16560
5667;16560
5625;16560
5667;16560
5667;16560
5667;16560
5667;16560
5625;16560
5666;16560
5666;16560
5666;16560
5667;16560
5667;16560
5667;16560
5667;16560
5666;16560
5667;16560
5667;16560
5709;16560
5708;16560
5666;16560
5708;16560
5708;16560
5667;16560
5666;16560
5667;16560
5667;16560
5667;16560
5667;16560
5667;16560
5708;16560
5667;16560
5709;16560
5666;16560
5708;16560
5708;16560
5708;16560
5708;16560
5708;16560
5708;16560
5708;16560
5709;16560
5708;16560
5709;16560
5709;16560
5708;16560
5709;16560
5709;16560
5708;16560
5708;16560
5709;16560
5750;16560
5708;16560
5709;16560
5709;16560
5709;16560
5833;16560
5750;16560
5750;16560
5709;16560
5750;16560
5750;16560
5750;16560
5708;16560
5750;16560
5708;16560
5750;16560
5750;16560
5709;16560
5709;16560
5750;16560
5750;16560
5750;16560
5750;16560
5792;16560
5750;16560
5750;16560
5750;16560
5750;16560
5792;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5792;16560
5792;16560
5750;16560
5750;16560
5791;16560
5792;16560
5792;16560
5792;16560
5792;16560
5791;16560
5792;16560
5750;16560
5750;16560
5750;16560
5792;16560
5792;16560
5792;16560
5791;16560
5916;16560
5834;16560
5791;16560
5792;16560
5791;16560
5833;16560
5833;16560
5834;16560
5791;16560
5792;16560
5791;16560
5792;16560
5792;16560
5791;16560
5833;16560
5791;16560
5833;16560
5792;16560
5792;16560
5875;16560
5833;16560
5792;16560
5792;16560
5792;16560
5791;16560
5833;16560
5833;16560
5833;16560
5833;16560
5834;16560
5833;16560
5834;16560
5833;16560
5833;16560
5833;16560
5833;16560
5833;16560
5875;16560
5833;16560
5833;16560
5833;16560
5833;16560
5875;16560
5833;16560
5875;16560
5833;16560
5875;16560
5833;16560
5875;16560
5875;16560
5833;16560
5875;16560
5875;16560
5875;16560
5833;16560
5833;16560
5875;16560
5833;16560
5875;16560
5833;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5916;16560
5917;16560
5917;16560
5917;16560
5917;16560
5917;16560
5875;16560
5916;16560
5875;16560
5916;16560
5875;16560
5875;16560
5916;16560
5916;16560
5917;16560
5917;16560
5875;16560
5916;16560
5917;16560
5917;16560
5917;16560
5916;16560
5916;16560
5917;16560
5917;16560
5958;16560
5959;16560
5917;16560
5916;16560
5959;16560
5916;16560
5958;16560
5959;16560
5916;16560
5917;16560
5958;16560
5917;16560
5959;16560
5917;16560
5959;16560
5958;16560
5958;16560
5917;16560
5916;16560
5959;16560
5917;16560
5958;16560
5958;16560
5959;16560
5959;16560
5958;16560
5958;16560
5959;16560
5958;16560
5917;16560
5958;16560
5958;16560
6000;16560
5958;16560
5958;16560
5959;16560
5959;16560
6000;16560
6000;16560
6000;16560
5958;16560
5958;16560
5917;16560
5958;16560
6000;16560
6000;16560
6000;16560
5958;16560
6000;16560
6000;16560
5958;16560
6000;16560
6000;16560
6000;16560
6000;16560
6000;16560
6000;16560
6042;16560
6000;16560
6000;16560
6000;16560
6000;16560
6042;16560
6000;16560
6042;16560
6000;16560
6041;16560
6000;16560
6000;16560
6000;16560
6042;16560
6000;16560
6083;16560
6042;16560
6000;16560
6000;16560
6042;16560
6042;16560
6042;16560
6041;16560
6041;16560
6042;16560
6042;16560
6041;16560
6042;16560
6042;16560
6042;16560
6041;16560
6041;16560
6042;16560
6000;16560
6041;16560
35375;16560
6041;16560
6041;16560
6083;16560
6042;16560
6083;16560
6042;16560
6042;16560
6042;16560
6042;16560
6041;16560
6083;16560
6042;16560
5959;16560
6167;16560
6083;16560
6084;16560
6125;16560
6208;16560
6084;16560
6084;16560
6125;16560
6083;16560
6084;16560
6083;16560
6084;16560
6125;16560
6083;16560
6125;16560
6083;16560
6125;16560
6125;16560
6125;16560
6083;16560
6125;16560
6083;16560
6167;16560
6084;16560
6125;16560
6042;16560
6125;16560
6084;16560
6083;16560
6125;16560
6250;16560
6083;16560
6250;16560
6208;16560
6125;16560
6125;16560
6084;16560
6125;16560
6083;16560
6125;16560
6125;16560
6125;16560
6125;16560
6125;16560
6125;16560
6125;16560
6167;16560
6125;16560
6125;16560
6167;16560
6167;16560
6167;16560
6125;16560
6166;16560
6166;16560
6167;16560
6125;16560
6167;16560
6167;16560
6125;16560
6167;16560
6125;16560
6167;16560
6125;16560
6125;16560
6167;16560
6167;16560
6167;16560
6167;16560
6292;16560
6167;16560
6167;16560
6250;16560
6166;16560
6167;16560
6167;16560
6208;16560
6209;16560
6167;16560
6166;16560
6209;16560
6250;16560
6167;16560
6208;16560
6208;16560
6166;16560
6167;16560
6167;16560
6167;16560
6208;16560
6167;16560
6166;16560
6209;16560
6208;16560
6167;16560
6209;16560
6208;16560
6208;16560
6208;16560
6167;16560
6209;16560
6208;16560
6208;16560
6208;16560
6209;16560
6208;16560
6250;16560
6209;16560
6208;16560
6208;16560
6250;16560
6250;16560
6209;16560
6250;16560
6250;16560
6208;16560
6250;16560
6208;16560
6250;16560
6334;16560
6208;16560
6250;16560
6250;16560
6458;16560
5709;16560
5708;16560
5750;16560
5708;16560
5708;16560
5666;16560
5708;16560
5708;16560
5708;16560
5708;16560
5750;16560
5750;16560
5708;16560
5708;16560
5708;16560
5708;16560
5709;16560
5750;16560
5708;16560
5708;16560
5708;16560
5709;16560
5708;16560
5750;16560
5750;16560
5708;16560
5708;16560
5750;16560
5750;16560
5750;16560
5750;16560
5708;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5750;16560
5791;16560
5792;16560
5750;16560
5792;16560
5750;16560
5792;16560
5750;16560
5750;16560
5708;16560
5791;16560
5792;16560
5792;16560
5791;16560
5792;16560
5792;16560
5791;16560
5750;16560
5792;16560
5750;16560
5750;16560
5792;16560
5792;16560
5791;16560
5792;16560
5791;16560
5792;16560
5791;16560
5792;16560
5791;16560
5792;16560
5791;16560
5792;16560
5792;16560
5791;16560
5833;16560
5791;16560
5833;16560
5833;16560
5833;16560
5834;16560
5834;16560
5833;16560
5792;16560
5834;16560
5791;16560
5833;16560
5750;16560
5791;16560
5833;16560
5833;16560
5833;16560
5792;16560
5792;16560
5833;16560
5917;16560
5834;16560
5834;16560
5917;16560
5833;16560
5958;16560
5792;16560
5875;16560
5917;16560
5875;16560
5916;16560
5834;16560
5875;16560
5833;16560
5833;16560
5833;16560
5875;16560
5875;16560
5958;16560
6000;16560
5833;16560
5834;16560
5958;16560
5833;16560
5875;16560
5958;16560
5834;16560
5958;16560
5833;16560
5875;16560
5875;16560
5875;16560
5833;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5875;16560
5791;16560
5875;16560
5875;16560
5875;16560
5916;16560
5875;16560
5875;16560
5875;16560
5875;16560
5917;16560
5875;16560
5917;16560
5875;16560
5917;16560
5917;16560
5917;16560
5833;16560
5917;16560
5875;16560
5959;16560
5917;16560
5875;16560
5917;16560
5875;16560
5917;16560
5917;16560
5917;16560
5875;16560
5917;16560
5917;16560
5917;16560
5917;16560
5875;16560
5916;16560
5917;16560
5875;16560
6042;16560
5917;16560
5916;16560
5917;16560
5916;16560
5916;16560
5917;16560
5917;16560
5959;16560
5917;16560
5917;16560
5958;16560
5958;16560
5917;16560
5916;16560
5917;16560
6042;16560
